id,pclass,survived,sex,age,sibsp,parch,embarked
880,3,0,1,,0,0,2
881,3,1,1,29,0,0,0
882,3,1,1,21,0,0,2
883,3,0,1,,0,0,2
884,3,0,1,20,0,0,2
885,3,0,1,48,0,0,2
886,3,0,1,17,1,0,2
887,3,1,0,,0,0,1
888,3,1,1,,0,0,2
889,3,0,1,34,0,0,2
890,3,1,1,26,0,0,2
891,3,0,1,22,0,0,2
892,3,0,1,33,0,0,2
893,3,0,1,31,0,0,2
894,3,0,1,29,0,0,2
895,3,1,1,4,1,1,2
896,3,1,0,1,1,1,2
897,3,0,1,49,0,0,2
898,3,0,1,33,0,0,2
899,3,0,1,19,0,0,2
900,3,1,0,27,0,2,2
901,3,0,1,,1,2,2
902,3,0,0,,1,2,2
903,3,0,1,,1,2,2
904,3,0,0,,1,2,2
905,3,0,1,23,0,0,2
906,3,1,1,32,0,0,2
907,3,0,1,27,0,0,2
908,3,0,0,20,1,0,2
909,3,0,0,21,1,0,2
910,3,1,1,32,0,0,2
911,3,0,1,17,0,0,2
912,3,0,1,21,0,0,2
913,3,0,1,30,0,0,2
914,3,1,1,21,0,0,2
915,3,0,1,33,0,0,2
916,3,0,1,22,0,0,2
917,3,1,0,4,0,1,0
918,3,1,1,39,0,1,0
919,3,0,1,,0,0,0
920,3,0,1,18.5,0,0,0
921,3,0,1,,0,0,1
922,3,0,1,,0,0,2
923,3,1,0,,0,0,1
924,3,1,0,,0,0,1
925,3,0,1,34.5,0,0,1
926,3,0,1,44,0,0,2
927,3,1,1,,0,0,1
928,3,0,1,,1,0,0
929,3,0,0,,1,0,0
930,3,0,1,,1,0,1
931,3,0,1,,1,0,1
932,3,0,1,,0,0,1
933,3,0,0,22,2,0,2
934,3,0,1,26,2,0,2
935,3,1,0,4,0,2,2
936,3,1,1,29,3,1,2
937,3,1,0,26,1,1,2
938,3,0,0,1,1,1,2
939,3,0,1,18,1,1,2
940,3,0,0,36,0,2,2
941,3,0,1,,0,0,0
942,3,1,1,25,0,0,0
943,3,0,1,,0,0,0
944,3,0,0,37,0,0,2
945,3,0,1,,0,0,2
946,3,1,1,,0,0,2
947,3,0,1,,0,0,2
948,3,1,0,22,0,0,2
949,3,0,1,,0,0,1
950,3,1,1,26,0,0,2
951,3,0,1,29,0,0,2
952,3,0,1,29,0,0,2
953,3,0,1,22,0,0,2
954,3,1,1,22,0,0,0
955,3,0,1,,3,1,2
956,3,0,0,,3,1,2
957,3,0,0,,3,1,2
958,3,0,0,,3,1,2
959,3,0,0,,0,4,2
960,3,0,1,32,0,0,2
961,3,0,1,34.5,0,0,0
962,3,0,0,,1,0,1
963,3,0,1,,1,0,1
964,3,0,1,36,0,0,2
965,3,0,1,39,0,0,2
966,3,0,1,24,0,0,2
967,3,0,0,25,0,0,2
968,3,0,0,45,0,0,2
969,3,0,1,36,1,0,2
970,3,0,0,30,1,0,2
971,3,1,1,20,1,0,2
972,3,0,1,,0,0,1
973,3,0,1,28,0,0,2
974,3,0,1,,0,0,2
975,3,0,1,30,1,0,2
976,3,0,0,26,1,0,2
977,3,0,1,,0,0,2
978,3,0,1,20.5,0,0,2
979,3,1,1,27,0,0,2
980,3,0,1,51,0,0,2
981,3,1,0,23,0,0,2
982,3,1,1,32,0,0,2
983,3,0,1,,0,0,2
984,3,0,1,,0,0,2
985,3,1,0,,0,0,1
986,3,1,1,24,0,0,2
987,3,0,1,22,0,0,2
988,3,0,0,,0,0,1
989,3,0,1,,0,0,1
990,3,0,1,,0,0,2
991,3,0,1,29,0,0,2
992,3,1,1,,0,0,0
993,3,0,0,30.5,0,0,1
994,3,1,0,,0,0,1
995,3,0,1,,0,0,0
996,3,0,1,35,0,0,0
997,3,0,1,33,0,0,2
998,3,1,0,,0,0,0
999,3,0,1,,0,0,0
1000,3,1,0,,0,0,1
1001,3,1,1,,0,0,1
1002,3,1,0,,2,0,1
1003,3,1,0,,2,0,1
1004,3,1,1,,2,0,1
1005,3,1,0,,0,0,1
1006,3,0,1,,0,0,1
1007,3,1,0,,0,0,1
1008,3,1,0,15,0,0,1
1009,3,0,0,35,0,0,1
1010,3,0,1,,0,0,1
1011,3,0,1,24,1,0,2
1012,3,0,0,19,1,0,2
1013,3,0,0,,0,0,1
1014,3,0,0,,0,0,2
1015,3,0,0,,0,0,2
1016,3,0,1,55.5,0,0,2
1017,3,0,1,,0,0,1
1018,3,1,1,21,0,0,2
1019,3,0,1,,0,0,2
1020,3,0,1,24,0,0,2
1021,3,0,1,21,0,0,2
1022,3,0,1,28,0,0,2
1023,3,0,1,,0,0,2
1024,3,1,0,,0,0,1
1025,3,0,1,25,0,0,2
1026,3,1,1,6,0,1,2
1027,3,1,0,27,0,1,2
1028,3,0,1,,0,0,2
1029,3,1,0,,1,0,1
1030,3,0,1,,1,0,1
1031,3,0,1,,0,0,1
1032,3,0,1,34,0,0,2
1033,3,0,1,,0,0,1
1034,3,1,1,,0,0,2
1035,3,1,1,,1,1,0
1036,3,1,1,,1,1,0
1037,3,1,0,,0,2,0
1038,3,1,0,,0,0,0
1039,3,0,1,,0,0,2
1040,3,1,0,,0,0,1
1041,3,1,0,24,0,0,1
1042,3,0,1,,0,0,2
1043,3,1,0,,1,0,1
1044,3,1,0,,1,0,1
1045,3,1,0,,0,0,1
1046,3,0,1,18,0,0,2
1047,3,0,1,22,0,0,2
1048,3,1,0,15,0,0,0
1049,3,1,0,1,0,2,0
1050,3,1,1,20,1,1,0
1051,3,1,0,19,1,1,0
1052,3,0,1,33,0,0,2
1053,3,0,1,,0,0,2
1054,3,0,1,,0,0,0
1055,3,0,0,,0,0,1
1056,3,0,1,,0,0,2
1057,3,1,1,12,1,0,0
1058,3,1,0,14,1,0,0
1059,3,0,0,29,0,0,2
1060,3,0,1,28,0,0,2
1061,3,1,0,18,0,0,2
1062,3,1,0,26,0,0,2
1063,3,0,1,21,0,0,2
1064,3,0,1,41,0,0,2
1065,3,1,1,39,0,0,2
1066,3,0,1,21,0,0,2
1067,3,0,1,28.5,0,0,0
1068,3,1,0,22,0,0,2
1069,3,0,1,61,0,0,2
1070,3,0,1,,1,0,1
1071,3,0,1,,0,0,1
1072,3,1,0,,1,0,1
1073,3,0,1,,0,0,1
1074,3,0,1,,0,0,1
1075,3,0,1,,0,0,1
1076,3,0,1,23,0,0,2
1077,3,0,0,,0,0,1
1078,3,1,0,,0,0,1
1079,3,1,0,,0,0,1
1080,3,1,0,22,0,0,2
1081,3,1,1,,0,0,1
1082,3,1,0,,0,0,1
1083,3,1,1,9,0,1,2
1084,3,0,1,28,0,0,2
1085,3,0,1,42,0,1,2
1086,3,0,1,,0,0,2
1087,3,0,0,31,0,0,2
1088,3,0,1,28,0,0,2
1089,3,1,1,32,0,0,2
1090,3,0,1,20,0,0,2
1091,3,0,0,23,0,0,2
1092,3,0,0,20,0,0,2
1093,3,0,1,20,0,0,2
1094,3,0,1,16,0,0,2
1095,3,1,0,31,0,0,2
1096,3,0,0,,0,0,1
1097,3,0,1,2,3,1,2
1098,3,0,1,6,3,1,2
1099,3,0,0,3,3,1,2
1100,3,0,0,8,3,1,2
1101,3,0,0,29,0,4,2
1102,3,0,1,1,4,1,2
1103,3,0,1,7,4,1,2
1104,3,0,1,2,4,1,2
1105,3,0,1,16,4,1,2
1106,3,0,1,14,4,1,2
1107,3,0,0,41,0,5,2
1108,3,0,1,21,0,0,2
1109,3,0,1,19,0,0,2
1110,3,0,1,,0,0,0
1111,3,0,1,32,0,0,2
1112,3,0,1,0.75,1,1,2
1113,3,0,0,3,1,1,2
1114,3,0,0,26,0,2,2
1115,3,0,1,,0,0,2
1116,3,0,1,,0,0,2
1117,3,0,1,,0,0,2
1118,3,0,1,21,0,0,2
1119,3,0,1,25,0,0,2
1120,3,0,1,22,0,0,2
1121,3,1,1,25,1,0,2
1122,3,1,1,,1,1,0
1123,3,1,0,,1,1,0
1124,3,1,0,,0,2,0
1125,3,0,0,,0,0,1
1126,3,0,1,24,0,0,2
1127,3,0,0,28,0,0,2
1128,3,0,1,19,0,0,2
1129,3,0,1,,0,0,2
1130,3,0,1,25,1,0,2
1131,3,0,0,18,0,0,2
1132,3,1,1,32,0,0,2
1133,3,0,1,,0,0,2
1134,3,0,1,17,0,0,2
1135,3,0,1,24,0,0,2
1136,3,0,1,,0,0,2
1137,3,0,0,,0,0,2
1138,3,0,1,,0,0,0
1139,3,0,1,,0,0,2
1140,3,0,1,38,0,0,2
1141,3,0,1,21,0,0,2
1142,3,0,1,10,4,1,1
1143,3,0,1,4,4,1,1
1144,3,0,1,7,4,1,1
1145,3,0,1,2,4,1,1
1146,3,0,1,8,4,1,1
1147,3,0,0,39,0,5,1
1148,3,0,0,22,0,0,2
1149,3,0,1,35,0,0,2
1150,3,1,0,,0,0,1
1151,3,0,1,,0,0,2
1152,3,0,0,,0,0,2
1153,3,0,1,50,1,0,2
1154,3,0,0,47,1,0,2
1155,3,0,1,,0,0,2
1156,3,0,1,,0,0,2
1157,3,0,0,2,1,1,2
1158,3,0,1,18,1,1,2
1159,3,0,0,41,0,2,2
1160,3,1,0,,0,0,2
1161,3,0,1,50,0,0,2
1162,3,0,1,16,0,0,2
1163,3,1,1,,0,0,1
1164,3,0,1,,0,0,1
1165,3,0,1,,0,0,0
1166,3,0,1,25,0,0,0
1167,3,0,1,,0,0,0
1168,3,0,1,,0,0,1
1169,3,0,1,,0,0,2
1170,3,0,1,38.5,0,0,2
1171,3,0,1,,8,2,2
1172,3,0,1,14.5,8,2,2
1173,3,0,0,,8,2,2
1174,3,0,0,,8,2,2
1175,3,0,0,,8,2,2
1176,3,0,0,,8,2,2
1177,3,0,1,,8,2,2
1178,3,0,1,,8,2,2
1179,3,0,1,,8,2,2
1180,3,0,1,,1,9,2
1181,3,0,0,,1,9,2
1182,3,0,1,24,0,0,2
1183,3,1,0,21,0,0,2
1184,3,0,1,39,0,0,2
1185,3,0,1,,2,0,0
1186,3,0,1,,2,0,0
1187,3,0,1,,2,0,0
1188,3,1,0,1,1,1,2
1189,3,1,0,24,0,2,2
1190,3,1,0,4,1,1,2
1191,3,1,1,25,0,0,2
1192,3,0,1,20,0,0,2
1193,3,0,1,24.5,0,0,2
1194,3,0,1,,0,0,1
1195,3,0,1,,0,0,2
1196,3,0,1,,0,0,1
1197,3,1,1,29,0,0,2
1198,3,0,1,,0,0,2
1199,3,1,0,,0,0,1
1200,3,0,1,,0,0,2
1201,3,0,1,,0,0,2
1202,3,0,1,22,0,0,0
1203,3,0,1,,0,0,2
1204,3,0,1,40,0,0,2
1205,3,0,1,21,0,0,2
1206,3,1,0,18,0,0,2
1207,3,0,1,4,3,2,2
1208,3,0,1,10,3,2,2
1209,3,0,0,9,3,2,2
1210,3,0,0,2,3,2,2
1211,3,0,1,40,1,4,2
1212,3,0,0,45,1,4,2
1213,3,0,1,,0,0,2
1214,3,0,1,,0,0,2
1215,3,0,1,,0,0,2
1216,3,0,1,,0,0,1
1217,3,1,0,,0,0,1
1218,3,0,1,19,0,0,2
1219,3,0,1,30,0,0,2
1220,3,0,1,,0,0,2
1221,3,0,1,32,0,0,2
1222,3,0,1,,0,0,2
1223,3,0,1,33,0,0,0
1224,3,1,0,23,0,0,2
1225,3,0,1,21,0,0,2
1226,3,0,1,60.5,0,0,2
1227,3,0,1,19,0,0,2
1228,3,0,0,22,0,0,2
1229,3,1,1,31,0,0,2
1230,3,0,1,27,0,0,2
1231,3,0,0,2,0,1,2
1232,3,0,0,29,1,1,2
1233,3,1,1,16,0,0,2
1234,3,1,1,44,0,0,2
1235,3,0,1,25,0,0,2
1236,3,0,1,74,0,0,2
1237,3,1,1,14,0,0,2
1238,3,0,1,24,0,0,2
1239,3,1,1,25,0,0,2
1240,3,0,1,34,0,0,2
1241,3,1,1,0.4167,0,1,0
1242,3,0,1,,1,0,0
1243,3,0,1,,0,0,0
1244,3,0,1,,0,0,0
1245,3,1,0,16,1,1,0
1246,3,0,1,,0,0,2
1247,3,0,1,,1,0,2
1248,3,1,0,,1,0,2
1249,3,0,1,32,0,0,2
1250,3,0,1,,0,0,1
1251,3,0,1,,0,0,2
1252,3,0,1,30.5,0,0,2
1253,3,0,1,44,0,0,2
1254,3,0,1,,0,0,0
1255,3,1,1,25,0,0,2
1256,3,0,1,,0,0,0
1257,3,1,1,7,1,1,0
1258,3,1,0,9,1,1,0
1259,3,1,0,29,0,2,0
1260,3,0,1,36,0,0,2
1261,3,1,0,18,0,0,2
1262,3,1,0,63,0,0,2
1263,3,0,1,,1,1,2
1264,3,0,1,11.5,1,1,2
1265,3,0,1,40.5,0,2,2
1266,3,0,0,10,0,2,2
1267,3,0,1,36,1,1,2
1268,3,0,0,30,1,1,2
1269,3,0,1,,0,0,2
1270,3,0,1,33,0,0,2
1271,3,0,1,28,0,0,2
1272,3,0,1,28,0,0,2
1273,3,0,1,47,0,0,2
1274,3,0,0,18,2,0,2
1275,3,0,1,31,3,0,2
1276,3,0,1,16,2,0,2
1277,3,0,0,31,1,0,2
1278,3,1,1,22,0,0,0
1279,3,0,1,20,0,0,2
1280,3,0,0,14,0,0,2
1281,3,0,1,22,0,0,2
1282,3,0,1,22,0,0,2
1283,3,0,1,,0,0,2
1284,3,0,1,,0,0,2
1285,3,0,1,,0,0,2
1286,3,0,1,32.5,0,0,2
1287,3,1,0,38,0,0,0
1288,3,0,1,51,0,0,2
1289,3,0,1,18,1,0,2
1290,3,0,1,21,1,0,2
1291,3,1,0,47,1,0,2
1292,3,0,1,,0,0,2
1293,3,0,1,,0,0,2
1294,3,0,1,,0,0,2
1295,3,0,1,28.5,0,0,2
1296,3,0,1,21,0,0,2
1297,3,0,1,27,0,0,2
1298,3,0,1,,0,0,2
1299,3,0,1,36,0,0,2
1300,3,0,1,27,1,0,0
1301,3,1,0,15,1,0,0
1302,3,0,1,45.5,0,0,0
1303,3,0,1,,0,0,0
1304,3,0,1,,0,0,0
1305,3,0,0,14.5,1,0,0
1306,3,0,0,,1,0,0
1307,3,0,1,26.5,0,0,0
1308,3,0,1,27,0,0,0
1309,3,0,1,29,0,0,2
